geo,country,year,education,fertility,population
grc,Greece,1979,5.7,2.36,9526004.0
gtm,Guatemala,1979,1.5,6.22,6727797.0
guy,Guyana,1979,4.6,3.86,770062.0
hnd,Honduras,1979,2.5,6.53,3614981.0
hrv,Croatia,1979,4.7,1.95,4626959.0
hti,Haiti,1979,0.9,5.59,5507590.0
hun,Hungary,1979,8.0,2.02,10688253.0
idn,Indonesia,1979,1.9,4.63,145434834.0
ind,India,1979,1.0,4.81,671155747.0
irl,Ireland,1979,7.7,3.21,3375801.0
irn,Iran,1979,1.3,6.55,38424952.0
irq,Iraq,1979,1.7,6.66,13170365.0
isr,Israel,1979,8.4,3.2,3640874.0
ita,Italy,1979,6.2,1.73,56132380.0
jam,Jamaica,1979,5.9,3.72,2119486.0
jor,Jordan,1979,2.3,7.45,2153882.0
jpn,Japan,1979,9.2,1.77,117521556.0
kaz,Kazakhstan,1979,6.2,3.14,14978696.0
ken,Kenya,1979,1.4,7.6,15460666.0
kgz,Kyrgyz Republic,1979,6.4,4.38,3656189.0
khm,Cambodia,1979,1.0,4.56,5088808.0
kir,Kiribati,1979,3.8,4.97,60172.0
kor,South Korea,1979,6.5,2.75,37710899.0
kwt,Kuwait,1979,2.3,5.33,1423514.0
lao,Lao,1979,0.7,6.31,3228202.0
lbn,Lebanon,1979,2.8,4.08,2882635.0
lbr,Liberia,1979,0.5,6.92,1872713.0
lca,St. Lucia,1979,5.7,4.58,117528.0
lka,Sri Lanka,1979,4.6,3.82,14579614.0
lso,Lesotho,1979,3.5,5.79,1366169.0
ltu,Lithuania,1979,6.8,2.05,3404736.0
lux,Luxembourg,1979,7.0,1.48,362894.0
lva,Latvia,1979,7.9,1.85,2505526.0
mar,Morocco,1979,0.5,5.85,18955589.0
mda,Moldova,1979,6.9,2.38,4010389.0
mdg,Madagascar,1979,1.3,6.87,8737581.0
mdv,Maldives,1979,2.4,7.23,160360.0
mex,Mexico,1979,3.5,4.96,65648865.0
mhl,Marshall Islands,1979,4.0,7.47,29738.0
mkd,North Macedonia,1979,5.0,2.4,1906523.0
mli,Mali,1979,0.2,7.35,7375266.0
mmr,Myanmar,1979,1.9,4.9,32596550.0
mne,Montenegro,1979,6.1,2.2,579011.0
mng,Mongolia,1979,4.9,6.42,1660659.0
moz,Mozambique,1979,0.4,6.56,11028809.0
mrt,Mauritania,1979,0.3,6.7,1432758.0
mus,Mauritius,1979,2.3,2.91,939387.0
mwi,Malawi,1979,0.9,7.47,6028749.0
mys,Malaysia,1979,2.6,4.09,12627862.0
nam,Namibia,1979,2.4,6.31,962825.0
ner,Niger,1979,0.1,7.72,5955556.0
nga,Nigeria,1979,0.9,6.89,71498242.0
nic,Nicaragua,1979,2.5,6.07,3164525.0
nld,Netherlands,1979,7.6,1.57,14050169.0
nor,Norway,1979,8.5,1.75,4072500.0
npl,Nepal,1979,0.2,5.64,15190590.0
nzl,New Zealand,1979,8.1,2.11,3141601.0
omn,Oman,1979,1.0,7.85,949116.0
pak,Pakistan,1979,0.5,6.76,78997039.0
pan,Panama,1979,5.9,3.88,1911552.0
per,Peru,1979,4.0,5.17,16933139.0
phl,Philippines,1979,5.6,5.26,46807103.0
png,Papua New Guinea,1979,0.8,5.79,3067341.0
pol,Poland,1979,8.7,2.28,35248387.0
prt,Portugal,1979,3.2,2.32,9663302.0
pry,Paraguay,1979,3.9,5.06,2973968.0
pse,Palestine,1979,2.4,7.28,1428116.0
qat,Qatar,1979,2.5,5.46,258670.0
rou,Romania,1979,7.2,2.49,22019624.0
rus,Russia,1979,7.4,1.92,137816541.0
rwa,Rwanda,1979,0.6,8.13,5189541.0
sau,Saudi Arabia,1979,0.9,7.23,5703698.0
sdn,Sudan,1979,0.6,6.65,16355352.0
sen,Senegal,1979,0.4,7.29,5702895.0
sgp,Singapore,1979,3.0,1.79,2388157.0
slb,Solomon Islands,1979,1.4,6.82,229953.0
sle,Sierra Leone,1979,0.4,6.58,3207499.0
slv,El Salvador,1979,3.2,5.23,4480388.0
som,Somalia,1979,0.2,7.16,5449117.0
srb,Serbia,1979,5.5,1.88,7758212.0
stp,Sao Tome and Principe,1979,1.1,6.43,96252.0
sur,Suriname,1979,3.8,3.93,377602.0
svk,Slovak Republic,1979,6.2,2.45,4933447.0
svn,Slovenia,1979,5.8,2.21,1885906.0
swe,Sweden,1979,8.7,1.65,8293748.0
swz,Eswatini,1979,2.2,6.61,577199.0
syc,Seychelles,1979,5.1,3.66,65603.0
syr,Syria,1979,1.1,7.25,8661909.0
tcd,Chad,1979,0.1,6.91,4505384.0
tgo,Togo,1979,0.5,6.94,2839854.0
tha,Thailand,1979,3.5,3.45,44718434.0
tjk,Tajikistan,1979,5.5,6.31,3882691.0
tkm,Turkmenistan,1979,6.0,5.46,2760358.0
tls,Timor-Leste,1979,0.3,5.14,638719.0
ton,Tonga,1979,6.4,5.65,97544.0
tto,Trinidad and Tobago,1979,5.9,3.13,1107639.0
tun,Tunisia,1979,0.9,5.18,6456419.0
tur,Turkey,1979,1.9,4.58,44510429.0
tza,Tanzania,1979,1.0,7.04,18592038.0
uga,Uganda,1979,1.1,7.14,13002163.0
ukr,Ukraine,1979,8.2,1.96,49721381.0
ury,Uruguay,1979,6.4,2.71,2939903.0
usa,USA,1979,11.9,1.84,227575084.0
uzb,Uzbekistan,1979,6.5,5.16,15215587.0
ven,Venezuela,1979,4.1,4.3,14834552.0
vnm,Vietnam,1979,3.4,4.94,51378211.0
vut,Vanuatu,1979,2.4,5.73,113040.0
wsm,Samoa,1979,5.9,5.99,162882.0
yem,Yemen,1979,0.1,8.67,9224194.0
zaf,South Africa,1979,3.8,4.82,28634162.0
zmb,Zambia,1979,1.7,7.22,5631728.0
zwe,Zimbabwe,1979,2.3,6.59,6647556.0
afg,Afghanistan,1980,0.1,7.64,13169311.0
ago,Angola,1980,0.8,7.46,8133872.0
alb,Albania,1980,5.1,3.59,2735416.0
are,UAE,1980,2.7,5.95,1015700.0
arg,Argentina,1980,6.7,3.3,28011596.0
arm,Armenia,1980,7.4,2.48,3107415.0
atg,Antigua and Barbuda,1980,8.4,2.31,64513.0
aus,Australia,1980,9.4,1.9,14721347.0
aut,Austria,1980,8.3,1.65,7548406.0
aze,Azerbaijan,1980,6.2,3.59,6284708.0
bdi,Burundi,1980,0.5,7.35,4383706.0
bel,Belgium,1980,8.2,1.69,9833093.0
ben,Benin,1980,0.4,6.99,3925251.0
bfa,Burkina Faso,1980,0.2,7.22,6947900.0
bgd,Bangladesh,1980,0.9,6.33,88016432.0
bgr,Bulgaria,1980,8.0,2.06,8859537.0
bhr,Bahrain,1980,2.3,4.76,358978.0
bhs,Bahamas,1980,7.5,2.84,232526.0
bih,Bosnia and Herzegovina,1980,3.0,1.98,4148426.0
blr,Belarus,1980,7.8,1.98,9603171.0
blz,Belize,1980,5.0,5.85,145062.0
bol,Bolivia,1980,2.7,5.47,5758900.0
bra,Brazil,1980,3.1,4.04,121207461.0
bwa,Botswana,1980,1.8,6.29,937485.0
caf,Central African Republic,1980,0.4,6.13,2450535.0
can,Canada,1980,10.7,1.66,24533776.0
che,Switzerland,1980,9.3,1.55,6319846.0
chl,Chile,1980,6.5,2.74,11508550.0
chn,China,1980,2.1,2.74,983163542.0
civ,Cote d'Ivoire,1980,0.4,7.59,8220714.0
cmr,Cameroon,1980,1.0,6.61,8512219.0
cod,"Congo, Dem. Rep.",1980,1.1,6.5,26711099.0
cog,"Congo, Rep.",1980,1.4,6.07,1828985.0
col,Colombia,1980,4.0,3.8,26104498.0
com,Comoros,1980,0.4,7.15,337721.0
cpv,Cape Verde,1980,0.8,6.38,323301.0
cri,Costa Rica,1980,5.1,3.58,2390633.0
cub,Cuba,1980,6.5,1.64,9804796.0
cyp,Cyprus,1980,6.5,2.3,683076.0
cze,Czech Republic,1980,10.4,2.08,10275403.0
deu,Germany,1980,8.0,1.56,78315375.0
dji,Djibouti,1980,0.4,6.46,325815.0
dnk,Denmark,1980,9.6,1.54,5123081.0
dom,Dominican Republic,1980,3.3,4.3,5729037.0
dza,Algeria,1980,1.1,6.99,18607174.0
ecu,Ecuador,1980,4.2,4.73,8165877.0
egy,Egypt,1980,1.7,5.49,43950413.0
eri,Eritrea,1980,0.3,6.61,1605797.0
esp,Spain,1980,3.7,2.21,37537565.0
est,Estonia,1980,8.0,2.03,1476463.0
eth,Ethiopia,1980,0.1,7.29,34428514.0
fin,Finland,1980,8.1,1.63,4779350.0
fji,Fiji,1980,5.0,4.04,641975.0
fra,France,1980,7.0,1.95,53941061.0
gab,Gabon,1980,1.8,5.66,748389.0
gbr,UK,1980,9.9,1.89,56282103.0
geo,Georgia,1980,8.9,2.35,5165546.0
gha,Ghana,1980,1.9,6.47,11941448.0
gin,Guinea,1980,0.2,6.46,5047419.0
gmb,Gambia,1980,0.5,6.41,713913.0
gnb,Guinea-Bissau,1980,0.2,6.49,829303.0
gnq,Equatorial Guinea,1980,1.4,5.84,288644.0
grc,Greece,1980,5.8,2.3,9653414.0
gtm,Guatemala,1980,1.6,6.17,6900212.0
guy,Guyana,1980,4.8,3.77,774367.0
hnd,Honduras,1980,2.6,6.42,3727173.0
hrv,Croatia,1980,4.9,1.93,4643896.0
hti,Haiti,1980,0.9,5.56,5614493.0
hun,Hungary,1980,8.1,1.92,10695367.0
idn,Indonesia,1980,2.0,4.5,148950540.0
ind,India,1980,1.1,4.78,687354025.0
irl,Ireland,1980,7.8,3.21,3415240.0
irn,Iran,1980,1.4,6.63,39842324.0
irq,Iraq,1980,1.7,6.59,13591992.0
isr,Israel,1980,8.5,3.15,3721665.0
ita,Italy,1980,6.3,1.65,56412084.0
jam,Jamaica,1980,6.1,3.59,2145658.0
jor,Jordan,1980,2.4,7.29,2234186.0
jpn,Japan,1980,9.4,1.74,118358756.0
kaz,Kazakhstan,1980,6.4,3.09,15152949.0
ken,Kenya,1980,1.5,7.53,16018459.0
kgz,Kyrgyz Republic,1980,6.6,4.23,3729374.0
khm,Cambodia,1980,1.0,5.77,5199872.0
kir,Kiribati,1980,4.0,4.96,61148.0
kor,South Korea,1980,6.7,2.73,38141107.0
kwt,Kuwait,1980,2.4,5.18,1504782.0
lao,Lao,1980,0.7,6.33,3292573.0
lbn,Lebanon,1980,2.9,4.01,2944763.0
lbr,Liberia,1980,0.5,6.87,1929253.0
lca,St. Lucia,1980,5.8,4.41,119290.0
lka,Sri Lanka,1980,4.7,3.73,14847974.0
lso,Lesotho,1980,3.6,5.75,1406521.0
ltu,Lithuania,1980,7.0,2.0,3428419.0
lux,Luxembourg,1980,7.1,1.5,363705.0
lva,Latvia,1980,8.1,1.88,2511759.0
mar,Morocco,1980,0.5,5.78,19459943.0
mda,Moldova,1980,7.0,2.38,4048713.0
mdg,Madagascar,1980,1.4,6.84,9006032.0
mdv,Maldives,1980,2.4,7.23,164835.0
mex,Mexico,1980,3.6,4.74,67300334.0
mhl,Marshall Islands,1980,4.1,7.37,30774.0
mkd,North Macedonia,1980,5.1,2.36,1933038.0
mli,Mali,1980,0.2,7.37,7530515.0
mmr,Myanmar,1980,2.0,4.79,33227204.0
mne,Montenegro,1980,6.2,2.22,584820.0
mng,Mongolia,1980,5.1,6.21,1701335.0
moz,Mozambique,1980,0.4,6.53,11336221.0
mrt,Mauritania,1980,0.3,6.67,1474043.0
mus,Mauritius,1980,2.4,2.8,954216.0
mwi,Malawi,1980,1.0,7.52,6265529.0
mys,Malaysia,1980,2.7,4.04,12983363.0
nam,Namibia,1980,2.6,6.24,981434.0
ner,Niger,1980,0.1,7.78,6135971.0
nga,Nigeria,1980,1.0,6.85,73764641.0
nic,Nicaragua,1980,2.6,5.96,3252403.0
nld,Netherlands,1980,7.7,1.6,14162686.0
nor,Norway,1980,8.7,1.72,4085604.0
npl,Nepal,1980,0.2,5.6,15553105.0
nzl,New Zealand,1980,8.3,2.03,3146327.0
omn,Oman,1980,1.1,7.89,1001248.0
pak,Pakistan,1980,0.5,6.73,82291010.0
pan,Panama,1980,6.0,3.8,1957534.0
per,Peru,1980,4.1,5.04,17360949.0
phl,Philippines,1980,5.7,5.11,48043740.0
png,Papua New Guinea,1980,0.9,5.71,3131512.0
pol,Poland,1980,8.9,2.28,35576519.0
prt,Portugal,1980,3.3,2.25,9763624.0
pry,Paraguay,1980,4.0,5.1,3053235.0
pse,Palestine,1980,2.5,7.18,1469059.0
qat,Qatar,1980,2.7,5.33,275913.0
rou,Romania,1980,7.3,2.44,22154771.0
rus,Russia,1980,7.6,1.92,138572623.0
rwa,Rwanda,1980,0.7,8.12,5353259.0
sau,Saudi Arabia,1980,1.0,7.15,6047997.0
sdn,Sudan,1980,0.6,6.59,17058905.0
sen,Senegal,1980,0.4,7.29,5845638.0
sgp,Singapore,1980,3.2,1.74,2437493.0
slb,Solomon Islands,1980,1.5,6.77,238135.0
sle,Sierra Leone,1980,0.4,6.56,3272089.0
slv,El Salvador,1980,3.3,5.11,4540382.0
som,Somalia,1980,0.2,7.18,5936154.0
srb,Serbia,1980,5.6,1.86,7796280.0
stp,Sao Tome and Principe,1980,1.1,6.39,98544.0
sur,Suriname,1980,3.9,3.79,375377.0
svk,Slovak Republic,1980,6.4,2.32,4976655.0
svn,Slovenia,1980,6.0,2.11,1903069.0
swe,Sweden,1980,8.8,1.67,8310469.0
swz,Eswatini,1980,2.3,6.57,596644.0
syc,Seychelles,1980,5.3,3.79,66260.0
syr,Syria,1980,1.2,7.12,8957663.0
tcd,Chad,1980,0.1,6.91,4515453.0
tgo,Togo,1980,0.5,6.88,2920894.0
tha,Thailand,1980,3.6,3.29,45650022.0
tjk,Tajikistan,1980,5.7,6.21,3995256.0
tkm,Turkmenistan,1980,6.1,5.3,2832203.0
tls,Timor-Leste,1980,0.3,5.22,649871.0
ton,Tonga,1980,6.6,5.6,97769.0
tto,Trinidad and Tobago,1980,6.0,3.15,1121744.0
tun,Tunisia,1980,0.9,5.03,6606195.0
tur,Turkey,1980,2.0,4.45,45408815.0
tza,Tanzania,1980,1.1,6.99,19189769.0
uga,Uganda,1980,1.1,7.11,13275741.0
ukr,Ukraine,1980,8.4,1.95,49955152.0
ury,Uruguay,1980,6.5,2.59,2951953.0
usa,USA,1980,11.9,1.86,229858655.0
uzb,Uzbekistan,1980,6.6,5.04,15619936.0
ven,Venezuela,1980,4.2,4.2,15258218.0
vnm,Vietnam,1980,3.5,4.8,52490101.0
vut,Vanuatu,1980,2.5,5.69,115660.0
wsm,Samoa,1980,6.1,5.86,164322.0
yem,Yemen,1980,0.1,8.71,9543358.0
zaf,South Africa,1980,3.9,4.78,29518857.0
zmb,Zambia,1980,1.8,7.14,5802833.0
zwe,Zimbabwe,1980,2.4,6.52,7041303.0
afg,Afghanistan,1981,0.1,7.62,11937581.0
ago,Angola,1981,0.8,7.46,8435607.0
alb,Albania,1981,5.2,3.47,2790413.0
are,UAE,1981,2.8,5.81,1099855.0
arg,Argentina,1981,6.8,3.25,28463959.0
arm,Armenia,1981,7.5,2.48,3135349.0
atg,Antigua and Barbuda,1981,8.6,2.17,64665.0
aus,Australia,1981,9.5,1.94,14949202.0
aut,Austria,1981,8.4,1.67,7567556.0
aze,Azerbaijan,1981,6.4,3.48,6385604.0
bdi,Burundi,1981,0.5,7.33,4566014.0
bel,Belgium,1981,8.3,1.67,9850669.0
ben,Benin,1981,0.4,7.06,4038307.0
bfa,Burkina Faso,1981,0.2,7.26,7140271.0
bgd,Bangladesh,1981,0.9,6.24,90303105.0
bgr,Bulgaria,1981,8.2,2.01,8887801.0
bhr,Bahrain,1981,2.4,4.6,373524.0
bhs,Bahamas,1981,7.6,2.77,236614.0
bih,Bosnia and Herzegovina,1981,3.1,2.02,4184217.0
blr,Belarus,1981,8.0,1.99,9678048.0
blz,Belize,1981,5.1,5.68,148786.0
bol,Bolivia,1981,2.8,5.41,5888109.0
bra,Brazil,1981,3.2,3.94,124063109.0
bwa,Botswana,1981,1.9,6.16,969996.0
caf,Central African Republic,1981,0.5,6.17,2478402.0
can,Canada,1981,10.8,1.63,24844974.0
che,Switzerland,1981,9.5,1.54,6354556.0
chl,Chile,1981,6.6,2.69,11678717.0
chn,China,1981,2.2,2.79,997721071.0
civ,Cote d'Ivoire,1981,0.5,7.54,8556596.0
cmr,Cameroon,1981,1.1,6.61,8816377.0
cod,"Congo, Dem. Rep.",1981,1.2,6.52,27500515.0
cog,"Congo, Rep.",1981,1.5,5.98,1869759.0
col,Colombia,1981,4.1,3.71,26713267.0
com,Comoros,1981,0.4,7.14,347382.0
cpv,Cape Verde,1981,0.9,6.27,327846.0
cri,Costa Rica,1981,5.2,3.56,2456637.0
cub,Cuba,1981,6.7,1.59,9849320.0
cyp,Cyprus,1981,6.7,2.15,688893.0
cze,Czech Republic,1981,10.5,1.99,10289513.0
deu,Germany,1981,8.2,1.53,78448040.0
dji,Djibouti,1981,0.4,6.4,343047.0
dnk,Denmark,1981,9.8,1.44,5121629.0
dom,Dominican Republic,1981,3.5,4.15,5868453.0
dza,Algeria,1981,1.1,6.85,19220704.0
ecu,Ecuador,1981,4.3,4.61,8386910.0
egy,Egypt,1981,1.8,5.37,45147224.0
eri,Eritrea,1981,0.3,6.62,1649939.0
esp,Spain,1981,3.8,2.04,37812713.0
est,Estonia,1981,8.2,2.08,1485339.0
eth,Ethiopia,1981,0.2,7.31,35304012.0
fin,Finland,1981,8.3,1.65,4799848.0
fji,Fiji,1981,5.1,3.99,657471.0
fra,France,1981,7.1,1.95,54255012.0
gab,Gabon,1981,1.9,5.73,768385.0
gbr,UK,1981,10.1,1.82,56304592.0
geo,Georgia,1981,9.0,2.33,5205030.0
gha,Ghana,1981,2.0,6.42,12281712.0
gin,Guinea,1981,0.2,6.46,5143288.0
gmb,Gambia,1981,0.5,6.4,739125.0
gnb,Guinea-Bissau,1981,0.2,6.57,842432.0
gnq,Equatorial Guinea,1981,1.5,5.86,303252.0
grc,Greece,1981,6.0,2.17,9754402.0
gtm,Guatemala,1981,1.6,6.12,7075648.0
guy,Guyana,1981,4.9,3.72,776453.0
hnd,Honduras,1981,2.7,6.3,3841778.0
hrv,Croatia,1981,5.1,1.93,4664258.0
hti,Haiti,1981,1.0,5.53,5723725.0
hun,Hungary,1981,8.3,1.88,10679329.0
idn,Indonesia,1981,2.1,4.36,152485035.0
ind,India,1981,1.1,4.7,703696250.0
irl,Ireland,1981,8.0,3.06,3448827.0
irn,Iran,1981,1.4,6.62,41989312.0
irq,Iraq,1981,1.8,6.53,14006381.0
isr,Israel,1981,8.7,3.07,3802238.0
ita,Italy,1981,6.5,1.58,56646750.0
jam,Jamaica,1981,6.3,3.51,2173818.0
jor,Jordan,1981,2.6,7.12,2325517.0
jpn,Japan,1981,9.5,1.72,118994053.0
kaz,Kazakhstan,1981,6.6,3.05,15323082.0
ken,Kenya,1981,1.6,7.45,16601507.0
kgz,Kyrgyz Republic,1981,6.8,4.19,3804456.0
khm,Cambodia,1981,1.1,6.04,5284495.0
kir,Kiribati,1981,4.1,4.96,62121.0
kor,South Korea,1981,6.9,2.67,38689189.0
kwt,Kuwait,1981,2.5,5.02,1583426.0
lao,Lao,1981,0.7,6.35,3366631.0
lbn,Lebanon,1981,3.1,3.95,3008981.0
lbr,Liberia,1981,0.5,6.83,1986867.0
lca,St. Lucia,1981,5.9,4.28,121166.0
lka,Sri Lanka,1981,4.9,3.65,15099414.0
lso,Lesotho,1981,3.7,5.69,1448069.0
ltu,Lithuania,1981,7.2,1.99,3452309.0
lux,Luxembourg,1981,7.3,1.55,364485.0
lva,Latvia,1981,8.3,1.87,2519970.0
mar,Morocco,1981,0.6,5.71,19985401.0
mda,Moldova,1981,7.2,2.4,4089538.0
mdg,Madagascar,1981,1.4,6.77,9279011.0
mdv,Maldives,1981,2.5,7.19,169532.0
mex,Mexico,1981,3.7,4.57,68892108.0
mhl,Marshall Islands,1981,4.3,7.27,32017.0
mkd,North Macedonia,1981,5.3,2.29,1959065.0
mli,Mali,1981,0.2,7.37,7692766.0
mmr,Myanmar,1981,2.0,4.69,33858783.0
mne,Montenegro,1981,6.4,2.19,589909.0
mng,Mongolia,1981,5.2,5.98,1742857.0
moz,Mozambique,1981,0.4,6.48,11568127.0
mrt,Mauritania,1981,0.3,6.64,1516877.0
mus,Mauritius,1981,2.6,2.67,969218.0
mwi,Malawi,1981,1.0,7.49,6516454.0
mys,Malaysia,1981,2.8,4.0,13399203.0
nam,Namibia,1981,2.7,6.16,992500.0
ner,Niger,1981,0.1,7.82,6322006.0
nga,Nigeria,1981,1.0,6.82,76068103.0
nic,Nicaragua,1981,2.7,5.84,3345674.0
nld,Netherlands,1981,7.9,1.56,14262689.0
nor,Norway,1981,9.0,1.7,4099672.0
npl,Nepal,1981,0.2,5.58,15922423.0
nzl,New Zealand,1981,8.4,2.01,3159840.0
omn,Oman,1981,1.2,7.9,1057320.0
pak,Pakistan,1981,0.5,6.7,85802049.0
pan,Panama,1981,6.1,3.72,2004418.0
per,Peru,1981,4.2,4.92,17798805.0
phl,Philippines,1981,5.9,4.97,49311727.0
png,Papua New Guinea,1981,0.9,5.65,3197019.0
pol,Poland,1981,9.0,2.25,35900913.0
prt,Portugal,1981,3.4,2.13,9837586.0
pry,Paraguay,1981,4.1,5.15,3137604.0
pse,Palestine,1981,2.7,7.13,1512704.0
qat,Qatar,1981,2.8,5.2,293553.0
rou,Romania,1981,7.5,2.35,22272789.0
rus,Russia,1981,7.9,1.94,139351498.0
rwa,Rwanda,1981,0.7,8.1,5527230.0
sau,Saudi Arabia,1981,1.0,7.07,6420551.0
sdn,Sudan,1981,0.7,6.53,17780572.0
sen,Senegal,1981,0.4,7.28,5997160.0
sgp,Singapore,1981,3.3,1.71,2531802.0
slb,Solomon Islands,1981,1.6,6.71,246555.0
sle,Sierra Leone,1981,0.4,6.55,3338940.0
slv,El Salvador,1981,3.4,4.99,4570599.0
som,Somalia,1981,0.2,7.23,5982849.0
srb,Serbia,1981,5.7,1.85,7827856.0
stp,Sao Tome and Principe,1981,1.2,6.33,100615.0
sur,Suriname,1981,4.0,3.75,375459.0
svk,Slovak Republic,1981,6.7,2.28,5014958.0
svn,Slovenia,1981,6.2,1.96,1914592.0
swe,Sweden,1981,9.0,1.63,8320458.0
swz,Eswatini,1981,2.4,6.54,616808.0
syc,Seychelles,1981,5.4,3.67,66950.0
syr,Syria,1981,1.3,6.97,9260189.0
tcd,Chad,1981,0.1,6.94,4520959.0
tgo,Togo,1981,0.6,6.81,3013043.0
tha,Thailand,1981,3.7,3.13,46575855.0
tjk,Tajikistan,1981,5.9,6.12,4109022.0
tkm,Turkmenistan,1981,6.3,5.16,2907187.0
tls,Timor-Leste,1981,0.3,5.53,660493.0
ton,Tonga,1981,6.8,5.55,97909.0
tto,Trinidad and Tobago,1981,6.2,3.13,1135132.0
tun,Tunisia,1981,1.0,5.02,6758284.0
tur,Turkey,1981,2.1,4.35,46321190.0
tza,Tanzania,1981,1.2,6.93,19784703.0
uga,Uganda,1981,1.2,7.12,13556452.0
ukr,Ukraine,1981,8.5,1.92,50189281.0
ury,Uruguay,1981,6.6,2.53,2963246.0
usa,USA,1981,12.0,1.85,232201617.0
uzb,Uzbekistan,1981,6.8,4.91,16035032.0
ven,Venezuela,1981,4.4,4.1,15687297.0
vnm,Vietnam,1981,3.6,4.67,53738141.0
vut,Vanuatu,1981,2.6,5.65,118249.0
wsm,Samoa,1981,6.3,5.75,165678.0
yem,Yemen,1981,0.1,8.75,9882362.0
zaf,South Africa,1981,4.1,4.71,30541044.0
zmb,Zambia,1981,1.9,7.07,5983289.0
zwe,Zimbabwe,1981,2.5,6.45,7498635.0
afg,Afghanistan,1982,0.1,7.6,10991378.0
ago,Angola,1982,0.8,7.46,8751648.0
alb,Albania,1982,5.3,3.42,2846907.0
are,UAE,1982,3.0,5.66,1166370.0
arg,Argentina,1982,7.0,3.2,28924262.0
arm,Armenia,1982,7.7,2.5,3163144.0
atg,Antigua and Barbuda,1982,8.7,2.09,64785.0
aus,Australia,1982,9.6,1.94,15192485.0
aut,Austria,1982,8.5,1.66,7573078.0
aze,Azerbaijan,1982,6.6,3.39,6491435.0
bdi,Burundi,1982,0.6,7.31,4681390.0
bel,Belgium,1982,8.5,1.61,9862327.0
ben,Benin,1982,0.4,7.06,4156596.0
bfa,Burkina Faso,1982,0.2,7.25,7340197.0
bgd,Bangladesh,1982,1.0,6.12,92814507.0
bgr,Bulgaria,1982,8.4,2.01,8912732.0
bhr,Bahrain,1982,2.6,4.51,386983.0
bhs,Bahamas,1982,7.7,2.71,240614.0
bih,Bosnia and Herzegovina,1982,3.2,2.05,4221100.0
blr,Belarus,1982,8.1,1.99,9748282.0
blz,Belize,1982,5.3,5.5,152548.0
bol,Bolivia,1982,2.9,5.35,6018088.0
bra,Brazil,1982,3.3,3.84,126923155.0
bwa,Botswana,1982,2.0,5.97,1009269.0
caf,Central African Republic,1982,0.5,6.16,2507375.0
can,Canada,1982,11.0,1.62,25140164.0
che,Switzerland,1982,9.7,1.55,6391804.0
chl,Chile,1982,6.8,2.65,11850214.0
chn,China,1982,2.3,2.97,1013588179.0
civ,Cote d'Ivoire,1982,0.5,7.49,8907936.0
cmr,Cameroon,1982,1.2,6.59,9028678.0
cod,"Congo, Dem. Rep.",1982,1.3,6.54,28338190.0
cog,"Congo, Rep.",1982,1.6,5.85,1910430.0
col,Colombia,1982,4.2,3.62,27338331.0
com,Comoros,1982,0.4,7.13,357139.0
cpv,Cape Verde,1982,0.9,6.17,332724.0
cri,Costa Rica,1982,5.3,3.54,2524806.0
cub,Cuba,1982,6.8,1.78,9912681.0
cyp,Cyprus,1982,6.9,2.49,696497.0
cze,Czech Republic,1982,10.7,2.0,10299008.0
deu,Germany,1982,8.3,1.5,78393674.0
dji,Djibouti,1982,0.4,6.34,356880.0
dnk,Denmark,1982,9.9,1.42,5117894.0
dom,Dominican Republic,1982,3.6,4.01,6007114.0
dza,Algeria,1982,1.2,6.68,19872348.0
ecu,Ecuador,1982,4.5,4.5,8611298.0
egy,Egypt,1982,1.9,5.33,46407611.0
eri,Eritrea,1982,0.4,6.63,1695461.0
esp,Spain,1982,4.0,1.94,38047101.0
est,Estonia,1982,8.3,2.09,1494909.0
eth,Ethiopia,1982,0.2,7.34,36701290.0
fin,Finland,1982,8.5,1.71,4826882.0
fji,Fiji,1982,5.2,3.94,673414.0
fra,France,1982,7.2,1.92,54582408.0
gab,Gabon,1982,2.0,5.74,789286.0
gbr,UK,1982,10.2,1.78,56292755.0
geo,Georgia,1982,9.2,2.31,5246474.0
gha,Ghana,1982,2.0,6.31,12643819.0
gin,Guinea,1982,0.2,6.49,5247672.0
gmb,Gambia,1982,0.5,6.4,765753.0
gnb,Guinea-Bissau,1982,0.2,6.64,855891.0
gnq,Equatorial Guinea,1982,1.5,5.88,322216.0
grc,Greece,1982,6.1,2.08,9837470.0
gtm,Guatemala,1982,1.7,6.06,7240241.0
guy,Guyana,1982,5.1,3.68,776712.0
hnd,Honduras,1982,2.7,6.18,3958728.0
hrv,Croatia,1982,5.3,1.91,4689156.0
hti,Haiti,1982,1.0,5.53,5835937.0
hun,Hungary,1982,8.4,1.8,10656116.0
idn,Indonesia,1982,2.2,4.25,156052152.0
ind,India,1982,1.2,4.62,720313473.0
irl,Ireland,1982,8.1,2.95,3475536.0
irn,Iran,1982,1.5,6.59,44272141.0
irq,Iraq,1982,1.8,6.46,14406083.0
isr,Israel,1982,8.9,3.13,3883632.0
ita,Italy,1982,6.6,1.56,56719175.0
jam,Jamaica,1982,6.4,3.46,2203889.0
jor,Jordan,1982,2.7,6.96,2426927.0
jpn,Japan,1982,9.6,1.74,119485775.0
kaz,Kazakhstan,1982,6.8,3.02,15492595.0
ken,Kenya,1982,1.7,7.35,17206175.0
