geo,country,year,education,fertility,population
srb,Serbia,2000,8.7,1.35,7694605.0
stp,Sao Tome and Principe,2000,2.7,5.16,144018.0
sur,Suriname,2000,6.0,3.05,476643.0
svk,Slovak Republic,2000,10.6,1.29,5379999.0
svn,Slovenia,2000,10.0,1.25,1986816.0
swe,Sweden,2000,11.8,1.54,8872101.0
swz,Eswatini,2000,5.5,4.03,1041414.0
syc,Seychelles,2000,9.9,2.07,83318.0
syr,Syria,2000,3.6,4.07,16637888.0
tcd,Chad,2000,0.5,7.25,8512093.0
tgo,Togo,2000,1.6,5.17,5140037.0
tha,Thailand,2000,5.6,1.73,63007815.0
tjk,Tajikistan,2000,9.1,3.49,6284735.0
tkm,Turkmenistan,2000,9.5,2.9,4582677.0
tls,Timor-Leste,2000,1.2,5.93,745088.0
ton,Tonga,2000,10.1,4.16,102677.0
tto,Trinidad and Tobago,2000,8.6,1.73,1319774.0
tun,Tunisia,2000,3.0,2.03,9764935.0
tur,Turkey,2000,4.4,2.49,65425961.0
tza,Tanzania,2000,2.9,5.67,34260139.0
uga,Uganda,2000,2.7,6.79,24000150.0
ukr,Ukraine,2000,11.2,1.11,49556660.0
ury,Uruguay,2000,9.0,2.2,3266206.0
usa,USA,2000,13.3,2.03,281484131.0
uzb,Uzbekistan,2000,10.0,2.7,24787054.0
ven,Venezuela,2000,7.4,2.79,24526708.0
vnm,Vietnam,2000,5.8,2.03,77154011.0
vut,Vanuatu,2000,5.0,4.54,186281.0
wsm,Samoa,2000,10.3,4.52,181685.0
yem,Yemen,2000,0.4,6.32,19624141.0
zaf,South Africa,2000,7.0,2.41,47159719.0
zmb,Zambia,2000,3.9,5.92,10017631.0
zwe,Zimbabwe,2000,5.2,4.01,11892055.0
afg,Afghanistan,2001,0.3,7.45,20284307.0
ago,Angola,2001,2.0,6.6,16747208.0
alb,Albania,2001,8.2,2.14,3147943.0
are,UAE,2001,6.6,2.62,3723590.0
arg,Argentina,2001,9.2,2.53,37624825.0
arm,Armenia,2001,10.3,1.4,3084349.0
atg,Antigua and Barbuda,2001,11.4,2.02,76069.0
aus,Australia,2001,11.0,1.74,19365433.0
aut,Austria,2001,10.3,1.33,8042233.0
aze,Azerbaijan,2001,10.1,1.59,8251771.0
bdi,Burundi,2001,1.4,6.85,6634365.0
bel,Belgium,2001,11.0,1.67,10287004.0
ben,Benin,2001,1.1,5.85,7445596.0
bfa,Burkina Faso,2001,0.5,6.43,12295001.0
bgd,Bangladesh,2001,2.0,3.2,136805810.0
bgr,Bulgaria,2001,11.1,1.23,7928452.0
bhr,Bahrain,2001,6.1,2.65,699956.0
bhs,Bahamas,2001,9.9,2.02,327836.0
bih,Bosnia and Herzegovina,2001,6.1,1.23,4179438.0
blr,Belarus,2001,10.8,1.24,9938065.0
blz,Belize,2001,7.5,3.53,248379.0
bol,Bolivia,2001,5.5,3.89,8752736.0
bra,Brazil,2001,5.9,2.16,176301203.0
bwa,Botswana,2001,4.5,3.25,1712254.0
caf,Central African Republic,2001,1.5,5.81,3919487.0
can,Canada,2001,13.6,1.53,31213577.0
che,Switzerland,2001,12.0,1.39,7226391.0
chl,Chile,2001,9.2,2.01,15683849.0
chn,China,2001,5.0,1.56,1278725063.0
civ,Cote d'Ivoire,2001,1.4,5.7,18178913.0
cmr,Cameroon,2001,3.1,5.44,15309490.0
cod,"Congo, Dem. Rep.",2001,3.0,6.66,52132646.0
cog,"Congo, Rep.",2001,4.0,4.67,3272537.0
col,Colombia,2001,5.7,2.52,39709262.0
com,Comoros,2001,1.6,5.2,547220.0
cpv,Cape Verde,2001,2.5,3.37,460293.0
cri,Costa Rica,2001,7.7,2.31,4008947.0
cub,Cuba,2001,9.3,1.6,11144132.0
cyp,Cyprus,2001,10.5,1.57,964127.0
cze,Czech Republic,2001,12.7,1.15,10231936.0
deu,Germany,2001,11.1,1.35,81933885.0
dji,Djibouti,2001,1.2,4.52,771313.0
dnk,Denmark,2001,12.1,1.74,5358828.0
dom,Dominican Republic,2001,6.4,2.83,8720283.0
dza,Algeria,2001,3.1,2.52,31331221.0
ecu,Ecuador,2001,7.0,3.04,12910740.0
egy,Egypt,2001,4.1,3.46,74652029.0
eri,Eritrea,2001,1.3,5.31,2312079.0
esp,Spain,2001,7.6,1.23,41245599.0
est,Estonia,2001,10.8,1.32,1388171.0
eth,Ethiopia,2001,0.6,6.58,69487762.0
fin,Finland,2001,11.4,1.72,5187971.0
fji,Fiji,2001,8.0,2.97,849596.0
fra,France,2001,9.6,1.88,59905128.0
gab,Gabon,2001,4.5,4.42,1309589.0
gbr,UK,2001,12.3,1.62,59288090.0
geo,Georgia,2001,11.7,1.58,4209636.0
gha,Ghana,2001,4.1,4.77,20167069.0
gin,Guinea,2001,0.7,5.83,8539960.0
gmb,Gambia,2001,1.4,5.67,1495011.0
gnb,Guinea-Bissau,2001,0.7,5.69,1261273.0
gnq,Equatorial Guinea,2001,3.4,5.79,749836.0
grc,Greece,2001,9.0,1.33,10843164.0
gtm,Guatemala,2001,3.1,4.5,11969422.0
guy,Guyana,2001,8.3,2.96,764477.0
hnd,Honduras,2001,4.8,4.15,6757993.0
hrv,Croatia,2001,9.3,1.46,4301074.0
hti,Haiti,2001,2.5,4.25,8455918.0
hun,Hungary,2001,10.4,1.31,10166690.0
idn,Indonesia,2001,4.7,2.47,219097902.0
ind,India,2001,2.6,3.3,1077898575.0
irl,Ireland,2001,10.6,1.94,3862981.0
irn,Iran,2001,3.8,1.92,67452005.0
irq,Iraq,2001,2.8,4.8,25197840.0
isr,Israel,2001,11.6,2.87,6259982.0
ita,Italy,2001,9.3,1.25,57305760.0
jam,Jamaica,2001,9.3,2.3,2624403.0
jor,Jordan,2001,6.7,3.8,5498894.0
jpn,Japan,2001,11.5,1.33,127260148.0
kaz,Kazakhstan,2001,10.6,1.91,15575550.0
ken,Kenya,2001,4.4,5.09,31619170.0
kgz,Kyrgyz Republic,2001,10.3,2.55,5071956.0
khm,Cambodia,2001,2.4,3.69,12658484.0
kir,Kiribati,2001,7.6,3.96,90335.0
kor,South Korea,2001,10.6,1.34,47043468.0
kwt,Kuwait,2001,5.5,2.84,2008121.0
lao,Lao,2001,1.9,4.29,5521482.0
lbn,Lebanon,2001,6.8,2.58,4401918.0
lbr,Liberia,2001,1.6,5.77,3015338.0
lca,St. Lucia,2001,8.4,2.13,160237.0
lka,Sri Lanka,2001,8.0,2.28,19600362.0
lso,Lesotho,2001,6.9,3.63,2000853.0
ltu,Lithuania,2001,11.2,1.28,3473004.0
lux,Luxembourg,2001,10.1,1.66,441752.0
lva,Latvia,2001,11.8,1.22,2338301.0
mar,Morocco,2001,1.8,2.69,28814643.0
mda,Moldova,2001,10.2,1.47,4189770.0
mdg,Madagascar,2001,3.3,5.53,17032939.0
mdv,Maldives,2001,3.1,2.53,286767.0
mex,Mexico,2001,6.4,2.67,100099099.0
mhl,Marshall Islands,2001,7.7,4.58,51123.0
mkd,North Macedonia,2001,8.4,1.73,2066301.0
mli,Mali,2001,0.6,6.85,11912158.0
mmr,Myanmar,2001,3.8,2.79,45771139.0
mne,Montenegro,2001,9.5,1.86,633991.0
mng,Mongolia,2001,8.1,2.19,2477700.0
moz,Mozambique,2001,1.2,5.76,18537729.0
mrt,Mauritania,2001,1.0,5.41,2678760.0
mus,Mauritius,2001,6.3,1.9,1225801.0
mwi,Malawi,2001,2.4,5.94,11593058.0
mys,Malaysia,2001,6.2,2.81,23526538.0
nam,Namibia,2001,5.6,3.83,1857048.0
ner,Niger,2001,0.4,7.81,11920647.0
nga,Nigeria,2001,2.9,6.13,129862595.0
nic,Nicaragua,2001,4.8,3.0,5087825.0
nld,Netherlands,2001,10.5,1.71,16182705.0
nor,Norway,2001,12.7,1.79,4513657.0
npl,Nepal,2001,0.9,3.79,24946748.0
nzl,New Zealand,2001,11.3,1.96,3891762.0
omn,Oman,2001,3.6,3.66,2310217.0
pak,Pakistan,2001,1.6,5.18,159270907.0
pan,Panama,2001,8.7,2.72,3069537.0
per,Peru,2001,7.2,2.74,26964601.0
phl,Philippines,2001,8.3,3.72,81401488.0
png,Papua New Guinea,2001,2.3,4.47,5728435.0
pol,Poland,2001,11.6,1.32,38247357.0
prt,Portugal,2001,6.4,1.46,10354325.0
pry,Paraguay,2001,6.3,3.36,5187689.0
pse,Palestine,2001,6.3,5.34,3242285.0
qat,Qatar,2001,6.3,3.08,677925.0
rou,Romania,2001,10.5,1.27,21919917.0
rus,Russia,2001,11.7,1.22,146117284.0
rwa,Rwanda,2001,2.0,5.89,8287094.0
sau,Saudi Arabia,2001,3.5,3.96,17041397.0
sdn,Sudan,2001,2.2,5.56,28516770.0
sen,Senegal,2001,1.1,5.4,10212942.0
sgp,Singapore,2001,5.4,1.19,4116166.0
slb,Solomon Islands,2001,3.8,4.67,449125.0
sle,Sierra Leone,2001,1.0,6.31,4692716.0
slv,El Salvador,2001,5.5,2.93,5968060.0
som,Somalia,2001,0.7,7.64,9198493.0
srb,Serbia,2001,8.8,1.36,7651927.0
stp,Sao Tome and Principe,2001,2.8,5.1,146375.0
sur,Suriname,2001,6.2,3.06,486560.0
svk,Slovak Republic,2001,10.8,1.2,5379437.0
svn,Slovenia,2001,10.2,1.21,1989679.0
swe,Sweden,2001,11.9,1.57,8896022.0
swz,Eswatini,2001,5.7,3.94,1051064.0
syc,Seychelles,2001,10.1,1.98,84606.0
syr,Syria,2001,3.7,3.98,17051338.0
tcd,Chad,2001,0.5,7.23,8804124.0
tgo,Togo,2001,1.6,5.13,5277382.0
tha,Thailand,2001,5.7,1.71,63651141.0
tjk,Tajikistan,2001,9.2,3.49,6407377.0
tkm,Turkmenistan,2001,9.7,2.81,4675409.0
tls,Timor-Leste,2001,1.3,5.92,812249.0
ton,Tonga,2001,10.3,4.13,103288.0
tto,Trinidad and Tobago,2001,8.7,1.71,1325567.0
tun,Tunisia,2001,3.2,1.98,9869677.0
tur,Turkey,2001,4.6,2.39,66245128.0
tza,Tanzania,2001,3.0,5.62,35198299.0
uga,Uganda,2001,2.8,6.76,24745676.0
ukr,Ukraine,2001,11.3,1.09,49106855.0
ury,Uruguay,2001,9.1,2.16,3274251.0
usa,USA,2001,13.3,2.01,284279639.0
uzb,Uzbekistan,2001,10.2,2.61,25090283.0
ven,Venezuela,2001,7.6,2.78,24979922.0
vnm,Vietnam,2001,5.9,2.02,77969361.0
vut,Vanuatu,2001,5.1,4.5,191031.0
wsm,Samoa,2001,10.5,4.48,183166.0
yem,Yemen,2001,0.5,6.14,20226147.0
zaf,South Africa,2001,7.1,2.37,47566800.0
zmb,Zambia,2001,4.1,5.85,10325185.0
zwe,Zimbabwe,2001,5.4,3.98,11971901.0
afg,Afghanistan,2002,0.3,7.32,21378117.0
ago,Angola,2002,2.1,6.57,17327699.0
alb,Albania,2002,8.3,2.0,3134092.0
are,UAE,2002,6.9,2.54,3956826.0
arg,Argentina,2002,9.3,2.49,38029349.0
arm,Armenia,2002,10.5,1.41,3055630.0
atg,Antigua and Barbuda,2002,11.5,1.94,77032.0
aus,Australia,2002,11.1,1.77,19595355.0
aut,Austria,2002,10.4,1.39,8081636.0
aze,Azerbaijan,2002,10.2,1.58,8326133.0
bdi,Burundi,2002,1.5,6.82,6824132.0
bel,Belgium,2002,11.2,1.65,10332973.0
ben,Benin,2002,1.2,5.79,7675426.0
bfa,Burkina Faso,2002,0.5,6.34,12680897.0
bgd,Bangladesh,2002,2.1,3.13,138933658.0
bgr,Bulgaria,2002,11.2,1.22,7861943.0
bhr,Bahrain,2002,6.4,2.7,752197.0
bhs,Bahamas,2002,10.0,1.98,331614.0
bih,Bosnia and Herzegovina,2002,6.3,1.23,4188002.0
blr,Belarus,2002,11.0,1.2,9873450.0
blz,Belize,2002,7.6,3.43,256009.0
bol,Bolivia,2002,5.7,3.8,8900355.0
bra,Brazil,2002,6.1,2.08,178503484.0
bwa,Botswana,2002,4.7,3.18,1744763.0
caf,Central African Republic,2002,1.5,5.79,4006077.0
can,Canada,2002,13.6,1.51,31535577.0
che,Switzerland,2002,12.1,1.38,7278752.0
chl,Chile,2002,9.3,1.93,15857925.0
chn,China,2002,5.1,1.57,1286866839.0
civ,Cote d'Ivoire,2002,1.5,5.64,18654771.0
cmr,Cameroon,2002,3.2,5.44,15725528.0
cod,"Congo, Dem. Rep.",2002,3.1,6.61,53750524.0
cog,"Congo, Rep.",2002,4.2,4.7,3350771.0
col,Colombia,2002,5.8,2.49,40324680.0
com,Comoros,2002,1.7,5.16,558923.0
cpv,Cape Verde,2002,2.6,3.19,467046.0
cri,Costa Rica,2002,7.8,2.16,4075705.0
cub,Cuba,2002,9.4,1.65,11177418.0
cyp,Cyprus,2002,10.7,1.5,981440.0
cze,Czech Republic,2002,12.7,1.17,10239468.0
deu,Germany,2002,11.2,1.34,82068326.0
dji,Djibouti,2002,1.2,4.41,795574.0
dnk,Denmark,2002,12.2,1.73,5375959.0
dom,Dominican Republic,2002,6.6,2.76,8852235.0
dza,Algeria,2002,3.2,2.43,31750835.0
ecu,Ecuador,2002,7.1,2.97,13138472.0
egy,Egypt,2002,4.3,3.41,76239137.0
eri,Eritrea,2002,1.4,5.23,2392978.0
esp,Spain,2002,7.8,1.25,41755704.0
est,Estonia,2002,11.0,1.35,1379435.0
eth,Ethiopia,2002,0.6,6.5,71635517.0
fin,Finland,2002,11.6,1.72,5200546.0
fji,Fiji,2002,8.1,2.97,858049.0
fra,France,2002,9.7,1.87,60327248.0
gab,Gabon,2002,4.6,4.36,1345135.0
gbr,UK,2002,12.4,1.63,59540763.0
geo,Georgia,2002,11.8,1.57,4127846.0
gha,Ghana,2002,4.2,4.69,20729388.0
gin,Guinea,2002,0.7,5.78,8674066.0
gmb,Gambia,2002,1.4,5.66,1535691.0
gnb,Guinea-Bissau,2002,0.8,5.63,1289307.0
gnq,Equatorial Guinea,2002,3.5,5.73,797957.0
grc,Greece,2002,9.1,1.34,10890285.0
gtm,Guatemala,2002,3.2,4.37,12246915.0
guy,Guyana,2002,8.5,2.84,763652.0
hnd,Honduras,2002,4.9,4.0,6938859.0
hrv,Croatia,2002,9.5,1.43,4305782.0
hti,Haiti,2002,2.6,4.13,8607641.0
hun,Hungary,2002,10.5,1.3,10138466.0
idn,Indonesia,2002,4.9,2.44,222088495.0
ind,India,2002,2.7,3.22,1097600380.0
irl,Ireland,2002,10.8,1.97,3928443.0
irn,Iran,2002,4.0,1.84,68011317.0
irq,Iraq,2002,2.9,4.67,26006559.0
isr,Israel,2002,11.7,2.88,6387720.0
ita,Italy,2002,9.4,1.26,57420628.0
jam,Jamaica,2002,9.4,2.27,2640572.0
jor,Jordan,2002,6.9,3.81,5616066.0
jpn,Japan,2002,11.6,1.31,127484598.0
kaz,Kazakhstan,2002,10.8,1.96,15656677.0
ken,Kenya,2002,4.5,5.03,32629808.0
kgz,Kyrgyz Republic,2002,10.4,2.57,5116254.0
khm,Cambodia,2002,2.5,3.57,12855241.0
kir,Kiribati,2002,7.8,3.81,92264.0
kor,South Korea,2002,10.8,1.23,47299120.0
kwt,Kuwait,2002,5.7,2.8,2059974.0
lao,Lao,2002,2.0,4.13,5610889.0
lbn,Lebanon,2002,7.0,2.52,4463504.0
lbr,Liberia,2002,1.6,5.65,3094782.0
lca,St. Lucia,2002,8.5,2.03,161641.0
lka,Sri Lanka,2002,8.1,2.31,19805752.0
lso,Lesotho,2002,7.1,3.68,1994679.0
ltu,Lithuania,2002,11.4,1.23,3444050.0
lux,Luxembourg,2002,10.2,1.63,446389.0
lva,Latvia,2002,12.0,1.26,2311351.0
mar,Morocco,2002,1.9,2.62,29198142.0
mda,Moldova,2002,10.3,1.45,4142930.0
mdg,Madagascar,2002,3.5,5.41,17549913.0
mdv,Maldives,2002,3.1,2.43,291616.0
mex,Mexico,2002,6.6,2.63,101548624.0
mhl,Marshall Islands,2002,7.8,4.49,51425.0
mkd,North Macedonia,2002,8.5,1.79,2074484.0
mli,Mali,2002,0.6,6.82,12288050.0
mmr,Myanmar,2002,3.9,2.77,46232653.0
mne,Montenegro,2002,9.6,1.81,633766.0
mng,Mongolia,2002,8.2,2.1,2500075.0
moz,Mozambique,2002,1.3,5.67,18958338.0
mrt,Mauritania,2002,1.0,5.37,2738655.0
mus,Mauritius,2002,6.5,1.92,1234085.0
mwi,Malawi,2002,2.5,5.9,11880440.0
mys,Malaysia,2002,6.4,2.66,24102477.0
nam,Namibia,2002,5.7,3.69,1889970.0
ner,Niger,2002,0.4,7.8,12349144.0
nga,Nigeria,2002,3.1,6.12,133471989.0
nic,Nicaragua,2002,5.0,2.89,5149909.0
nld,Netherlands,2002,10.6,1.73,16288051.0
nor,Norway,2002,12.8,1.76,4538014.0
npl,Nepal,2002,0.9,3.6,25328981.0
nzl,New Zealand,2002,11.5,1.89,3951119.0
omn,Oman,2002,3.8,3.51,2337140.0
pak,Pakistan,2002,1.7,5.01,163222549.0
pan,Panama,2002,8.9,2.7,3129344.0
per,Peru,2002,7.3,2.69,27288217.0
phl,Philippines,2002,8.4,3.65,83068889.0
png,Papua New Guinea,2002,2.4,4.42,5924003.0
pol,Poland,2002,11.7,1.25,38229408.0
prt,Portugal,2002,6.6,1.46,10413044.0
pry,Paraguay,2002,6.4,3.23,5261328.0
pse,Palestine,2002,6.5,5.22,3322364.0
qat,Qatar,2002,6.5,3.01,711205.0
rou,Romania,2002,10.7,1.27,21770017.0
rus,Russia,2002,11.9,1.29,145939500.0
rwa,Rwanda,2002,2.1,5.82,8400180.0
sau,Saudi Arabia,2002,3.7,3.71,17910910.0
sdn,Sudan,2002,2.3,5.53,29228727.0
sen,Senegal,2002,1.1,5.3,10466214.0
sgp,Singapore,2002,5.5,1.17,4146892.0
slb,Solomon Islands,2002,3.9,4.6,457671.0
sle,Sierra Leone,2002,1.1,6.23,4971435.0
slv,El Salvador,2002,5.7,2.78,5986631.0
som,Somalia,2002,0.7,7.63,9550063.0
srb,Serbia,2002,9.0,1.36,7616743.0
stp,Sao Tome and Principe,2002,2.9,5.06,149922.0
sur,Suriname,2002,6.3,2.96,496551.0
svk,Slovak Republic,2002,11.0,1.19,5377688.0
svn,Slovenia,2002,10.4,1.21,1991572.0
swe,Sweden,2002,12.0,1.65,8925047.0
swz,Eswatini,2002,5.9,3.85,1059441.0
syc,Seychelles,2002,10.3,2.03,85857.0
syr,Syria,2002,3.9,3.87,17468332.0
tcd,Chad,2002,0.5,7.2,9116192.0
tgo,Togo,2002,1.7,5.09,5413274.0
tha,Thailand,2002,5.8,1.69,64266437.0
tjk,Tajikistan,2002,9.4,3.47,6531669.0
tkm,Turkmenistan,2002,9.8,2.71,4769465.0
tls,Timor-Leste,2002,1.4,5.9,879159.0
ton,Tonga,2002,10.5,4.14,103874.0
tto,Trinidad and Tobago,2002,8.8,1.67,1332011.0
tun,Tunisia,2002,3.3,1.94,9971515.0
tur,Turkey,2002,4.7,2.27,67048795.0
tza,Tanzania,2002,3.1,5.57,36121304.0
uga,Uganda,2002,2.9,6.74,25532870.0
ukr,Ukraine,2002,11.4,1.13,48677281.0
ury,Uruguay,2002,9.2,2.16,3278867.0
usa,USA,2002,13.4,2.0,287084338.0
uzb,Uzbekistan,2002,10.3,2.58,25399980.0
ven,Venezuela,2002,7.8,2.74,25435671.0
vnm,Vietnam,2002,6.0,2.01,78772224.0
vut,Vanuatu,2002,5.2,4.38,195863.0
wsm,Samoa,2002,10.7,4.44,184471.0
yem,Yemen,2002,0.5,5.97,20835086.0
zaf,South Africa,2002,7.3,2.32,48019415.0
zmb,Zambia,2002,4.2,5.77,10647949.0
zwe,Zimbabwe,2002,5.5,3.93,12087653.0
afg,Afghanistan,2003,0.3,7.17,22733049.0
ago,Angola,2003,2.2,6.53,17943712.0
alb,Albania,2003,8.5,2.01,3118088.0
are,UAE,2003,7.1,2.49,4192457.0
arg,Argentina,2003,9.4,2.45,38424282.0
arm,Armenia,2003,10.6,1.47,3038968.0
atg,Antigua and Barbuda,2003,11.6,1.89,77884.0
aus,Australia,2003,11.1,1.76,19819454.0
aut,Austria,2003,10.4,1.37,8122602.0
aze,Azerbaijan,2003,10.4,1.59,8400530.0
bdi,Burundi,2003,1.6,6.79,7043154.0
bel,Belgium,2003,11.3,1.67,10376260.0
ben,Benin,2003,1.2,5.76,7913070.0
bfa,Burkina Faso,2003,0.6,6.28,13082532.0
bgd,Bangladesh,2003,2.1,3.03,140970351.0
bgr,Bulgaria,2003,11.3,1.25,7804409.0
bhr,Bahrain,2003,6.6,2.78,811276.0
bhs,Bahamas,2003,10.2,1.97,335618.0
bih,Bosnia and Herzegovina,2003,6.4,1.22,4178523.0
blr,Belarus,2003,11.1,1.19,9803176.0
blz,Belize,2003,7.7,3.34,263780.0
bol,Bolivia,2003,5.8,3.72,9050700.0
bra,Brazil,2003,6.2,2.01,180622688.0
bwa,Botswana,2003,4.9,3.11,1775736.0
caf,Central African Republic,2003,1.6,5.8,4103086.0
can,Canada,2003,13.7,1.54,31836482.0
che,Switzerland,2003,12.2,1.38,7333447.0
chl,Chile,2003,9.4,1.89,16024752.0
chn,China,2003,5.3,1.57,1294517326.0
civ,Cote d'Ivoire,2003,1.5,5.57,19125542.0
cmr,Cameroon,2003,3.3,5.43,16160340.0
cod,"Congo, Dem. Rep.",2003,3.2,6.55,55343867.0
cog,"Congo, Rep.",2003,4.3,4.7,3445753.0
col,Colombia,2003,5.9,2.45,40937429.0
com,Comoros,2003,1.8,5.12,569798.0
cpv,Cape Verde,2003,2.7,3.03,473383.0
cri,Costa Rica,2003,7.9,2.08,4138784.0
cub,Cuba,2003,9.5,1.63,11209383.0
cyp,Cyprus,2003,10.9,1.51,999590.0
cze,Czech Republic,2003,12.8,1.18,10248912.0
deu,Germany,2003,11.3,1.34,82111615.0
dji,Djibouti,2003,1.3,4.3,813519.0
dnk,Denmark,2003,12.3,1.76,5390620.0
dom,Dominican Republic,2003,6.7,2.7,8980620.0
dza,Algeria,2003,3.4,2.45,32175818.0
ecu,Ecuador,2003,7.3,2.91,13372306.0
egy,Egypt,2003,4.4,3.35,77853548.0
eri,Eritrea,2003,1.5,5.14,2493903.0
esp,Spain,2003,7.9,1.29,42506543.0
est,Estonia,2003,11.1,1.37,1370850.0
eth,Ethiopia,2003,0.7,6.4,73832663.0
fin,Finland,2003,11.7,1.76,5212955.0
fji,Fiji,2003,8.3,2.96,866286.0
fra,France,2003,9.8,1.87,60741126.0
gab,Gabon,2003,4.8,4.3,1382350.0
gbr,UK,2003,12.5,1.7,59820385.0
geo,Georgia,2003,11.9,1.55,4085483.0
gha,Ghana,2003,4.4,4.6,21296705.0
gin,Guinea,2003,0.8,5.74,8870781.0
gmb,Gambia,2003,1.5,5.66,1577611.0
gnb,Guinea-Bissau,2003,0.8,5.58,1318806.0
gnq,Equatorial Guinea,2003,3.7,5.68,847862.0
grc,Greece,2003,9.3,1.33,10918471.0
gtm,Guatemala,2003,3.3,4.25,12525842.0
guy,Guyana,2003,8.6,2.75,763101.0
hnd,Honduras,2003,5.0,3.84,7119213.0
hrv,Croatia,2003,9.7,1.41,4306686.0
hti,Haiti,2003,2.7,4.05,8759912.0
hun,Hungary,2003,10.6,1.28,10108963.0
idn,Indonesia,2003,5.0,2.41,225048008.0
ind,India,2003,2.8,3.12,1116803006.0
irl,Ireland,2003,10.9,1.96,3992935.0
irn,Iran,2003,4.1,1.8,68769340.0
irq,Iraq,2003,3.0,4.58,26802659.0
isr,Israel,2003,11.8,2.92,6502820.0
ita,Italy,2003,9.5,1.29,57739699.0
jam,Jamaica,2003,9.5,2.24,2656623.0
jor,Jordan,2003,7.1,3.82,5741828.0
jpn,Japan,2003,11.7,1.29,127671251.0
kaz,Kazakhstan,2003,11.0,2.08,15747380.0
ken,Kenya,2003,4.7,4.94,33652223.0
kgz,Kyrgyz Republic,2003,10.6,2.6,5159422.0
khm,Cambodia,2003,2.6,3.43,13050968.0
kir,Kiribati,2003,8.0,3.7,94175.0
kor,South Korea,2003,11.0,1.2,47514160.0
kwt,Kuwait,2003,5.9,2.77,2109881.0
lao,Lao,2003,2.1,4.02,5697945.0
lbn,Lebanon,2003,7.2,2.46,4525508.0
lbr,Liberia,2003,1.7,5.55,3119532.0
lca,St. Lucia,2003,8.6,1.94,162976.0
lka,Sri Lanka,2003,8.3,2.3,19951521.0
lso,Lesotho,2003,7.3,3.62,1985059.0
ltu,Lithuania,2003,11.6,1.26,3415278.0
lux,Luxembourg,2003,10.3,1.62,451838.0
lva,Latvia,2003,12.1,1.32,2288984.0
mar,Morocco,2003,2.0,2.61,29571415.0
mda,Moldova,2003,10.4,1.48,4095419.0
mdg,Madagascar,2003,3.6,5.33,18071854.0
mdv,Maldives,2003,3.2,2.34,296491.0
mex,Mexico,2003,6.7,2.58,102978515.0
mhl,Marshall Islands,2003,8.0,4.42,51639.0
mkd,North Macedonia,2003,8.7,1.75,2081411.0
mli,Mali,2003,0.7,6.78,12684955.0
mmr,Myanmar,2003,4.0,2.68,46667192.0
mne,Montenegro,2003,9.7,1.8,633559.0
mng,Mongolia,2003,8.4,2.02,2521805.0
moz,Mozambique,2003,1.3,5.6,19392475.0
mrt,Mauritania,2003,1.1,5.36,2802046.0
mus,Mauritius,2003,6.8,1.87,1242099.0
mwi,Malawi,2003,2.6,5.88,12181574.0
mys,Malaysia,2003,6.6,2.6,24679602.0
nam,Namibia,2003,5.9,3.58,1917464.0
ner,Niger,2003,0.5,7.79,12796984.0
nga,Nigeria,2003,3.2,6.1,137202644.0
nic,Nicaragua,2003,5.1,2.83,5210963.0
nld,Netherlands,2003,10.7,1.74,16366912.0
nor,Norway,2003,12.9,1.8,4564669.0
npl,Nepal,2003,1.0,3.44,25688758.0
nzl,New Zealand,2003,11.6,1.93,4022586.0
omn,Oman,2003,4.0,3.37,2363796.0
pak,Pakistan,2003,1.8,4.89,167110248.0
pan,Panama,2003,9.0,2.68,3189807.0
per,Peru,2003,7.4,2.66,27580490.0
phl,Philippines,2003,8.5,3.59,84731835.0
png,Papua New Guinea,2003,2.5,4.36,6123997.0
pol,Poland,2003,11.8,1.23,38203524.0
prt,Portugal,2003,6.8,1.44,10454245.0
pry,Paraguay,2003,6.5,3.12,5326436.0
pse,Palestine,2003,6.7,5.06,3398070.0
qat,Qatar,2003,6.7,2.93,744682.0
rou,Romania,2003,10.8,1.3,21593450.0
rus,Russia,2003,12.1,1.33,145794229.0
rwa,Rwanda,2003,2.2,5.74,8586875.0
sau,Saudi Arabia,2003,3.9,3.47,18786767.0
sdn,Sudan,2003,2.4,5.49,29896035.0
sen,Senegal,2003,1.2,5.25,10721176.0
sgp,Singapore,2003,5.6,1.08,4138245.0
slb,Solomon Islands,2003,4.1,4.54,466154.0
sle,Sierra Leone,2003,1.1,6.09,5177687.0
slv,El Salvador,2003,5.8,2.64,5998599.0
som,Somalia,2003,0.7,7.6,9909157.0
srb,Serbia,2003,9.2,1.37,7590935.0
stp,Sao Tome and Principe,2003,3.0,5.01,153814.0
sur,Suriname,2003,6.4,2.84,506414.0
svk,Slovak Republic,2003,11.2,1.2,5376196.0
svn,Slovenia,2003,10.6,1.2,1992490.0
swe,Sweden,2003,12.2,1.71,8958431.0
swz,Eswatini,2003,6.1,3.8,1066700.0
syc,Seychelles,2003,10.5,2.05,87034.0
syr,Syria,2003,4.0,3.76,17889296.0
tcd,Chad,2003,0.5,7.18,9487833.0
tgo,Togo,2003,1.8,5.05,5552167.0
tha,Thailand,2003,5.9,1.67,64868166.0
tjk,Tajikistan,2003,9.5,3.42,6658575.0
tkm,Turkmenistan,2003,10.0,2.67,4863865.0
tls,Timor-Leste,2003,1.5,5.85,916878.0
ton,Tonga,2003,10.6,4.18,104464.0
tto,Trinidad and Tobago,2003,8.9,1.65,1338709.0
tun,Tunisia,2003,3.5,1.96,10071632.0
